trendTime,all,one,two,three,half,res
2023-04-23 01:52:42,0.37,0.08,0.37,2.48,0.85,0.18
2023-04-23 02:12:42,0.37,0.08,0.37,2.46,0.85,0.2
2023-04-23 02:32:42,0.37,0.08,0.37,2.47,0.86,0.2
2023-04-23 02:52:43,0.37,0.08,0.36,2.45,0.84,0.18
2023-04-23 03:12:41,0.37,0.08,0.37,2.47,0.85,0.2
2023-04-23 03:32:42,0.37,0.08,0.36,2.49,0.85,0.19
2023-04-23 03:52:44,0.37,0.08,0.37,2.49,0.85,0.18
2023-04-23 04:12:42,0.37,0.08,0.36,2.49,0.85,0.19
2023-04-23 04:32:43,0.37,0.08,0.37,2.47,0.85,0.19
2023-04-23 04:52:44,0.37,0.08,0.37,2.46,0.85,0.18
2023-04-23 05:12:43,0.37,0.08,0.37,2.46,0.85,0.19
2023-04-23 05:32:43,0.37,0.08,0.36,2.48,0.84,0.19
2023-04-23 05:52:43,0.37,0.08,0.36,2.47,0.85,0.18
2023-04-23 06:18:35,0.37,0.08,0.36,2.47,0.85,0.18
2023-04-23 06:38:36,0.37,0.08,0.37,2.46,0.86,0.18
2023-04-23 06:58:36,0.37,0.08,0.36,2.49,0.85,0.18
2023-04-23 07:18:36,0.37,0.08,0.36,2.51,0.85,0.18
2023-04-23 07:38:35,0.37,0.08,0.37,2.47,0.85,0.2
2023-04-23 07:58:36,0.37,0.08,0.36,2.45,0.85,0.18
2023-04-23 08:18:35,0.37,0.08,0.37,2.49,0.85,0.19
2023-04-23 08:38:35,0.37,0.08,0.37,2.49,0.86,0.18
2023-04-23 08:58:35,0.37,0.08,0.36,2.44,0.85,0.19
2023-04-23 09:18:35,0.37,0.08,0.36,2.48,0.85,0.18
2023-04-23 09:38:34,0.37,0.08,0.36,2.45,0.85,0.18
2023-04-23 09:58:34,0.38,0.08,0.37,2.47,0.85,0.19
2023-04-23 10:18:34,0.38,0.08,0.37,2.45,0.86,0.19
2023-04-23 10:38:34,0.37,0.08,0.37,2.47,0.85,0.18
2023-04-23 10:58:33,0.37,0.08,0.36,2.45,0.84,0.18
2023-04-23 11:18:35,0.37,0.08,0.36,2.48,0.85,0.18
2023-04-23 11:39:30,0.37,0.08,0.37,2.48,0.85,0.19
2023-04-23 11:59:30,0.37,0.08,0.37,2.46,0.85,0.19
2023-04-23 12:19:31,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-23 12:39:32,0.37,0.08,0.37,2.47,0.86,0.19
2023-04-23 12:59:32,0.37,0.08,0.36,2.46,0.85,0.18
2023-04-23 13:19:33,0.37,0.08,0.37,2.47,0.85,0.19
2023-04-23 13:39:31,0.37,0.08,0.37,2.47,0.85,0.18
2023-04-23 13:59:30,0.37,0.08,0.37,2.46,0.86,0.18
2023-04-23 14:19:29,0.37,0.08,0.36,2.5,0.85,0.18
2023-04-23 14:41:28,0.38,0.08,0.37,2.47,0.86,0.19
2023-04-23 15:01:28,0.37,0.08,0.36,2.5,0.85,0.19
2023-04-23 15:21:27,0.37,0.08,0.37,2.47,0.85,0.19
2023-04-23 15:41:26,0.37,0.08,0.36,2.45,0.84,0.18
2023-04-23 16:01:25,0.37,0.08,0.36,2.47,0.85,0.18
2023-04-23 16:21:25,0.37,0.08,0.37,2.47,0.85,0.19
2023-04-23 16:41:25,0.37,0.08,0.37,2.45,0.85,0.19
2023-04-23 17:01:27,0.37,0.08,0.37,2.47,0.86,0.18
2023-04-23 17:21:26,0.37,0.08,0.37,2.48,0.85,0.19
2023-04-23 17:41:25,0.37,0.08,0.37,2.44,0.85,0.19
2023-04-23 18:01:25,0.37,0.08,0.36,2.47,0.85,0.19
2023-04-23 18:21:26,0.37,0.08,0.36,2.49,0.84,0.19
2023-04-23 18:41:27,0.37,0.08,0.37,2.46,0.85,0.18
2023-04-23 19:01:25,0.37,0.08,0.37,2.46,0.85,0.18
2023-04-23 19:21:23,0.37,0.08,0.37,2.46,0.86,0.19
2023-04-23 19:41:22,0.37,0.08,0.37,2.47,0.85,0.18
2023-04-23 20:01:21,0.37,0.08,0.37,2.46,0.85,0.19
2023-04-23 20:21:22,0.37,0.08,0.36,2.46,0.84,0.18
2023-04-23 20:41:20,0.37,0.08,0.36,2.46,0.85,0.19
2023-04-23 21:01:19,0.37,0.08,0.37,2.46,0.86,0.18
2023-04-23 21:21:17,0.37,0.08,0.36,2.49,0.85,0.18
2023-04-23 21:41:15,0.37,0.08,0.37,2.46,0.85,0.18
2023-04-23 22:01:15,0.37,0.08,0.37,2.47,0.85,0.19
2023-04-23 22:21:13,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-23 22:41:14,0.37,0.08,0.36,2.47,0.85,0.19
2023-04-23 23:01:14,0.37,0.08,0.37,2.46,0.85,0.19
2023-04-23 23:21:15,0.37,0.08,0.36,2.45,0.85,0.19
2023-04-23 23:41:15,0.37,0.08,0.36,2.49,0.85,0.18
2023-04-24 00:01:14,0.37,0.08,0.37,2.47,0.86,0.18
2023-04-24 00:21:16,0.37,0.08,0.36,2.5,0.85,0.18
2023-04-24 00:41:13,0.37,0.08,0.37,2.48,0.85,0.19
2023-04-24 01:01:12,0.37,0.08,0.36,2.48,0.86,0.19
2023-04-24 01:21:11,0.37,0.08,0.37,2.46,0.85,0.19
2023-04-24 01:41:12,0.37,0.08,0.37,2.5,0.86,0.18
2023-04-24 02:01:11,0.37,0.08,0.37,2.5,0.85,0.19
2023-04-24 02:21:10,0.37,0.08,0.37,2.48,0.86,0.18
2023-04-24 02:41:10,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-24 03:01:11,0.37,0.08,0.36,2.48,0.85,0.18
2023-04-24 03:21:10,0.37,0.08,0.36,2.49,0.85,0.18
2023-04-24 03:41:09,0.37,0.08,0.36,2.48,0.85,0.18
2023-04-24 04:01:07,0.37,0.08,0.36,2.49,0.85,0.19
2023-04-24 04:21:06,0.37,0.08,0.36,2.49,0.85,0.18
2023-04-24 04:41:07,0.37,0.08,0.36,2.46,0.85,0.18
2023-04-24 05:01:07,0.38,0.08,0.37,2.45,0.86,0.19
2023-04-24 05:21:06,0.37,0.08,0.37,2.47,0.85,0.18
2023-04-24 05:41:06,0.37,0.08,0.37,2.44,0.86,0.19
2023-04-24 06:01:05,0.37,0.08,0.37,2.44,0.85,0.19
2023-04-24 06:21:04,0.37,0.08,0.36,2.48,0.85,0.18
2023-04-24 06:41:04,0.37,0.08,0.37,2.49,0.85,0.19
2023-04-24 07:01:25,0.37,0.08,0.37,2.47,0.85,0.18
2023-04-24 07:21:26,0.37,0.08,0.36,2.47,0.83,0.19
2023-04-24 07:41:26,0.37,0.08,0.36,2.48,0.84,0.18
2023-04-24 08:01:25,0.38,0.08,0.37,2.45,0.86,0.18
2023-04-24 08:21:26,0.37,0.08,0.36,2.45,0.85,0.19
2023-04-24 08:41:24,0.37,0.08,0.36,2.47,0.85,0.18
2023-04-24 09:01:24,0.37,0.08,0.37,2.45,0.86,0.2
2023-04-24 09:21:24,0.37,0.08,0.36,2.43,0.85,0.19
2023-04-24 09:48:24,0.37,0.08,0.37,2.47,0.86,0.18
2023-04-24 10:08:25,0.37,0.08,0.37,2.45,0.85,0.18
2023-04-24 10:28:26,0.37,0.08,0.36,2.47,0.85,0.19
2023-04-24 10:48:27,0.37,0.08,0.36,2.49,0.84,0.19
2023-04-24 11:08:25,0.37,0.08,0.37,2.46,0.85,0.19
2023-04-24 11:28:23,0.38,0.08,0.37,2.48,0.85,0.19
2023-04-24 11:48:24,0.37,0.08,0.36,2.47,0.84,0.19
2023-04-24 12:08:25,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-24 12:31:31,0.37,0.08,0.37,2.47,0.86,0.19
2023-04-24 12:51:30,0.37,0.08,0.37,2.46,0.85,0.18
2023-04-24 13:11:29,0.38,0.08,0.37,2.46,0.86,0.19
2023-04-24 13:31:28,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-24 13:51:28,0.37,0.08,0.36,2.47,0.85,0.18
2023-04-24 14:11:28,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-24 14:31:27,0.37,0.08,0.36,2.46,0.85,0.18
2023-04-24 14:51:28,0.37,0.08,0.36,2.47,0.85,0.19
2023-04-24 15:11:28,0.37,0.08,0.37,2.46,0.85,0.18
2023-04-24 15:31:28,0.37,0.08,0.36,2.47,0.84,0.19
2023-04-24 15:51:29,0.37,0.08,0.37,2.46,0.84,0.18
2023-04-24 16:11:28,0.38,0.08,0.37,2.45,0.85,0.2
2023-04-24 16:31:27,0.37,0.08,0.36,2.46,0.85,0.19
2023-04-24 16:51:25,0.37,0.08,0.37,2.48,0.86,0.18
2023-04-24 17:11:23,0.37,0.08,0.37,2.47,0.85,0.18
2023-04-24 17:31:22,0.37,0.08,0.37,2.48,0.85,0.19
2023-04-24 17:51:21,0.37,0.08,0.36,2.49,0.85,0.19
2023-04-24 18:13:11,0.37,0.08,0.36,2.5,0.85,0.18
2023-04-24 18:33:11,0.37,0.08,0.36,2.47,0.85,0.19
2023-04-24 18:53:11,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-24 19:13:10,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-24 19:33:09,0.37,0.08,0.36,2.45,0.85,0.19
2023-04-24 19:53:09,0.37,0.08,0.37,2.51,0.85,0.18
2023-04-24 20:13:11,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-24 20:38:39,0.37,0.08,0.37,2.47,0.86,0.18
2023-04-24 20:58:38,0.37,0.08,0.36,2.48,0.84,0.19
2023-04-24 21:18:37,0.37,0.08,0.36,2.48,0.85,0.18
2023-04-24 21:38:38,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-24 21:58:38,0.37,0.08,0.37,2.5,0.85,0.19
2023-04-24 22:18:38,0.37,0.08,0.37,2.46,0.85,0.18
2023-04-24 22:38:40,0.37,0.08,0.37,2.48,0.85,0.19
2023-04-24 22:58:38,0.37,0.08,0.36,2.48,0.85,0.18
2023-04-24 23:18:38,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-24 23:38:39,0.38,0.08,0.37,2.48,0.86,0.19
2023-04-24 23:58:39,0.37,0.08,0.36,2.47,0.85,0.19
2023-04-25 00:18:37,0.37,0.08,0.36,2.49,0.85,0.19
2023-04-25 00:38:37,0.37,0.08,0.36,2.47,0.85,0.19
2023-04-25 00:58:38,0.37,0.08,0.36,2.46,0.85,0.18
2023-04-25 01:18:37,0.37,0.08,0.37,2.47,0.85,0.19
2023-04-25 01:38:36,0.37,0.08,0.37,2.47,0.86,0.19
2023-04-25 01:58:36,0.37,0.08,0.37,2.48,0.85,0.18
2023-04-25 02:20:11,0.37,0.08,0.37,2.45,0.85,0.19
2023-04-25 02:40:11,0.37,0.08,0.37,2.46,0.85,0.19
2023-04-25 03:00:10,0.37,0.08,0.36,2.48,0.84,0.19
2023-04-25 03:20:08,0.37,0.08,0.36,2.47,0.84,0.18
2023-04-25 03:40:06,0.37,0.08,0.36,2.46,0.85,0.19
2023-04-25 04:00:04,0.37,0.08,0.37,2.49,0.86,0.19
2023-04-25 04:20:03,0.37,0.08,0.37,2.48,0.86,0.19
2023-04-25 04:40:02,0.37,0.08,0.36,2.47,0.84,0.19
2023-04-25 05:00:01,0.37,0.08,0.36,2.5,0.85,0.19
2023-04-25 05:24:35,0.37,0.08,0.37,2.46,0.85,0.18
2023-04-25 05:47:15,0.37,0.08,0.36,2.5,0.84,0.19
2023-04-25 06:11:06,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-25 06:31:05,0.37,0.08,0.37,2.48,0.85,0.19
2023-04-25 06:51:05,0.37,0.08,0.37,2.46,0.85,0.18
2023-04-25 07:11:06,0.37,0.08,0.37,2.51,0.85,0.19
2023-04-25 07:31:05,0.37,0.08,0.36,2.46,0.85,0.19
2023-04-25 07:51:04,0.38,0.08,0.37,2.45,0.86,0.19
2023-04-25 08:11:08,0.37,0.08,0.36,2.45,0.86,0.18
2023-04-25 08:31:08,0.37,0.08,0.36,2.49,0.85,0.19
2023-04-25 08:51:09,0.37,0.07,0.37,2.45,0.84,0.18
2023-04-25 09:11:07,0.37,0.08,0.37,2.48,0.85,0.19
2023-04-25 09:31:05,0.37,0.08,0.36,2.47,0.84,0.19
2023-04-25 09:51:05,0.37,0.08,0.36,2.48,0.84,0.19
2023-04-25 10:11:03,0.37,0.08,0.36,2.47,0.85,0.19
2023-04-25 10:31:03,0.37,0.08,0.37,2.49,0.85,0.19
2023-04-25 10:51:54,0.37,0.08,0.36,2.47,0.85,0.19
2023-04-25 11:11:53,0.37,0.08,0.37,2.49,0.85,0.19
2023-04-25 11:31:51,0.37,0.08,0.36,2.49,0.85,0.18
2023-04-25 11:51:50,0.37,0.08,0.37,2.49,0.85,0.19
2023-04-25 12:11:49,0.37,0.08,0.36,2.49,0.85,0.19
2023-04-25 12:31:49,0.37,0.08,0.36,2.46,0.85,0.18
2023-04-25 12:51:48,0.38,0.08,0.37,2.46,0.85,0.19
2023-04-25 13:11:49,0.37,0.08,0.37,2.47,0.85,0.18
2023-04-25 13:31:48,0.37,0.08,0.37,2.46,0.85,0.19
2023-04-25 13:51:48,0.37,0.08,0.36,2.47,0.84,0.18
2023-04-25 14:11:47,0.37,0.08,0.36,2.46,0.85,0.18
2023-04-25 14:31:45,0.37,0.08,0.36,2.47,0.85,0.19
2023-04-25 14:51:45,0.37,0.08,0.36,2.48,0.84,0.2
2023-04-25 15:11:46,0.37,0.08,0.37,2.46,0.85,0.19
2023-04-25 15:31:45,0.37,0.08,0.37,2.48,0.85,0.19
2023-04-25 15:51:45,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-25 16:11:46,0.37,0.08,0.36,2.49,0.85,0.18
2023-04-25 16:31:45,0.37,0.08,0.36,2.49,0.84,0.19
2023-04-25 16:51:43,0.37,0.08,0.37,2.45,0.85,0.18
2023-04-25 17:17:34,0.37,0.08,0.36,2.48,0.84,0.19
2023-04-25 17:37:34,0.37,0.08,0.37,2.49,0.85,0.19
2023-04-25 17:57:35,0.37,0.08,0.37,2.44,0.86,0.19
2023-04-25 18:17:34,0.37,0.08,0.37,2.46,0.85,0.19
2023-04-25 18:37:35,0.37,0.08,0.36,2.46,0.85,0.18
2023-04-25 18:57:35,0.37,0.08,0.37,2.48,0.85,0.19
2023-04-25 19:17:33,0.37,0.08,0.37,2.46,0.86,0.19
2023-04-25 19:37:34,0.37,0.08,0.36,2.47,0.85,0.18
2023-04-25 19:57:36,0.37,0.08,0.36,2.48,0.85,0.18
2023-04-25 20:17:35,0.37,0.08,0.36,2.48,0.84,0.19
2023-04-25 20:37:33,0.37,0.08,0.36,2.47,0.85,0.19
2023-04-25 20:57:32,0.37,0.08,0.36,2.47,0.84,0.19
2023-04-25 21:17:33,0.37,0.08,0.37,2.47,0.85,0.18
2023-04-25 21:37:32,0.37,0.08,0.37,2.45,0.86,0.18
2023-04-25 21:57:33,0.37,0.08,0.36,2.47,0.85,0.18
2023-04-25 22:17:32,0.37,0.08,0.36,2.45,0.86,0.19
2023-04-25 22:37:33,0.37,0.08,0.37,2.47,0.85,0.18
2023-04-25 22:57:37,0.37,0.08,0.36,2.45,0.85,0.18
2023-04-25 23:17:36,0.37,0.08,0.36,2.47,0.85,0.18
2023-04-25 23:37:35,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-25 23:57:33,0.37,0.08,0.36,2.46,0.85,0.18
2023-04-26 00:17:35,0.37,0.08,0.37,2.46,0.85,0.19
2023-04-26 00:37:35,0.37,0.08,0.37,2.48,0.85,0.18
2023-04-26 00:59:43,0.37,0.08,0.37,2.47,0.85,0.18
2023-04-26 01:19:43,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-26 01:39:43,0.37,0.08,0.37,2.49,0.85,0.18
2023-04-26 01:59:44,0.37,0.08,0.36,2.49,0.85,0.18
2023-04-26 02:19:43,0.37,0.08,0.36,2.48,0.85,0.19
2023-04-26 02:39:42,0.37,0.08,0.37,2.46,0.85,0.19
2023-04-26 02:59:46,0.38,0.08,0.37,2.45,0.86,0.18
2023-04-26 03:19:45,0.38,0.08,0.37,2.48,0.85,0.18
2023-04-26 03:39:44,0.37,0.08,0.37,2.47,0.85,0.19
2023-04-26 03:59:46,0.37,0.08,0.37,2.49,0.85,0.18
2023-04-26 04:19:48,0.37,0.08,0.36,2.46,0.85,0.19
2023-04-26 04:44:12,0.37,0.08,0.37,2.47,0.86,0.19
2023-04-26 05:04:16,0.38,0.08,0.37,2.47,0.86,0.19
2023-04-26 05:24:16,0.37,0.08,0.37,2.49,0.85,0.18
2023-04-26 05:44:15,0.37,0.08,0.37,2.48,0.85,0.18
2023-04-26 06:04:17,0.37,0.08,0.37,2.46,0.85,0.18
2023-04-26 06:24:17,0.37,0.08,0.36,2.46,0.85,0.19
2023-04-26 06:44:17,0.37,0.08,0.36,2.47,0.85,0.18
2023-04-26 07:04:17,0.37,0.08,0.37,2.47,0.85,0.18
2023-04-26 07:24:16,0.37,0.08,0.36,2.46,0.86,0.2
2023-04-26 07:48:54,0.37,0.08,0.37,2.48,0.85,0.18
2023-04-26 08:08:56,0.37,0.08,0.36,2.47,0.85,0.18
2023-04-26 08:28:54,0.37,0.08,0.36,2.49,0.85,0.18
2023-04-26 08:48:53,0.37,0.08,0.36,2.46,0.84,0.18
2023-04-26 09:08:53,0.37,0.08,0.37,2.47,0.84,0.19
2023-04-26 09:28:56,0.37,0.08,0.37,2.47,0.85,0.19
2023-04-26 09:48:58,0.37,0.08,0.36,2.47,0.84,0.19
2023-04-26 10:08:58,0.37,0.08,0.37,2.44,0.86,0.18
2023-04-26 10:32:19,0.37,0.08,0.36,2.46,0.85,0.19
2023-04-26 10:52:17,0.37,0.08,0.36,2.49,0.84,0.19
2023-04-26 11:12:16,0.37,0.08,0.37,2.44,0.85,0.18
2023-04-26 11:32:16,0.38,0.08,0.37,2.44,0.85,0.19
2023-04-26 11:52:15,0.37,0.08,0.37,2.48,0.85,0.18
2023-04-26 12:12:16,0.37,0.08,0.36,2.48,0.84,0.18
2023-04-26 12:32:15,0.37,0.08,0.37,2.46,0.85,0.19
2023-04-26 12:54:49,0.37,0.08,0.36,2.45,0.85,0.19
2023-04-26 13:14:47,0.37,0.08,0.36,2.48,0.84,0.19
2023-04-26 13:34:48,0.37,0.08,0.36,2.48,0.85,0.18
2023-04-26 13:54:47,0.37,0.08,0.37,2.46,0.85,0.18
